,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
3300,3300,"""环境：不算很好找 装修普通 在商业区不那么起眼

服务：服务员很少 不太专业 但是很热心

口味：喜欢这里的韩式拌饭 不那么正宗不过价格也摆在那里 喜欢牛肉拌饭比较清淡 锅巴脆脆的很好吃 泡菜五花肉的酱比较多 口味重一些  烤肉也赞赞赞 基围虾很好吃 烤肉一大盘我都能吃完 配的孜然粉烤肉酱很棒 还让服务员给我们加了一次酱 酸梅汁酸酸甜甜的 6个人吃了140 还送了满100减50的优惠券4张 非常划算""",-2,1,-1,-2,0,-2,-2,0,1,0,0,-2,-2,-2,-2,1,-2,-2,1,-2
3301,3301,"""湯城小橱在金宝街店交通方便很好找。12点左右到店，大厅基本坐完，服务生很热情给领到位。点了老火汤，选乌鸡汤没有了，只好选连藕排骨汤。湯的味道清淡，原味十足，连藕糯糯的，排骨肉烂烂的，喝一口湯胃暖暖的很舒服！煲仔饭选的是腊腸的，服务生给拌好后，分到碗里送到桌上，味道不错就是米粒稍硬些！烧味拼盘，鸡肉特别咸，烧鹅有点腥，烧肉是凉的，没有刚出锅的好吃，叉烧还可以。因为我们是来过生日的，店里还送了一碗长寿面！味道不错！""",1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2
3302,3302,"""这家是一个在韩企工作的朋友介绍去的，之前一直去的长江国际俱乐部那家，韩国人很多，反而怀疑自己还在不在中国啊啊啊。。现在有稍微近点的店，很是开心啊，果断来试试。。希望能开到家门口来，哈哈哈！很爱这家店的韩料，食物很新鲜，小菜每个都吃不腻，最爱土豆泥，还有免费的咖啡和冰淇淋，服务员也是非常有耐心，加小菜，忙烤肉，吃到最后，其实很撑，但还是会有没吃够的感觉。。。可素，每次都急急忙忙下手，总不记得拍照点评，P点自拍发朋友圈，下次一定补上哈。。！""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,1,-2,1,1
3303,3303,"""本来打算去吃锅贴的，但有点远，临时起意说去吃肉蟹煲，正好前一天在大众点评上看见这家肉蟹煲评价最好，于是决定去这家。因为还早，就先在艾美广场兜了一圈，然后在店外看他的菜单时，服务员就热情地把我们拉进去了。因为只有两个人，就只点了小份的肉蟹煲和两杯饮料。等了有蛮久的，终于端上来了，一共四只蟹，有稍微敲碎，很好咬，下面全是配菜，有土豆和年糕，都很好吃，因为自己本身也很喜欢年糕。重点是除了肉蟹，还有满满的鸡爪，超级糯，很入味，简直比蟹还好吃，我吃了很多鸡爪，蟹倒就吃了一只。那天去是打7.8折，据说前天是打5.8折，去晚了啊，不过已经很便宜了，本来100+的，打完折只要80。小份的什么都没加的，两个人就已经吃撑，战斗力有点弱。""",-2,1,-2,-2,1,-2,-1,1,-2,0,-2,-2,-2,-2,1,1,-2,-2,1,-2
3304,3304,"""鸿霖又一力作，原鸿霖重新装修，改版海歌鱼水饺，纸巾包上写的。。水饺中的爱马仕。。。
【位置】建邺原鸿霖位置，交通便利，很好找。
【环境】宽敞，餐位比较多，选择余地也多~洁净
【菜品】
风味茄条：本来对茄子一直没有太爱， 但这个茄条真的惊艳到我了，茄子是炸过得，酸酸甜甜，趁热吃的话还会酥酥脆脆的，很好吃~
鲍鱼鸡：小砂锅装的，鲍鱼在底部，翻了翻才看到，上面倒是满满的鸡肉，鸡肉很嫩很入味口感不错。
一锅鲜：料要不要这么足？汤汁鲜美，海鲜种类丰富也很新鲜，捞了好久还有很多海鲜，有一直捞不完的赶脚，很爱~
黄鱼烧豆腐：一般，鱼腥味没盖掉，大概是汁不够浓稠，导致的豆腐也不是很入味。
全家福饺子：餐桌上的纸巾包一排大字饺子中的爱马仕，必然要点咯，颜色搭配很有食欲，黑色墨鱼饺，黄色是黄鱼饺，白色蛎虾饺，绿皮蔬菜饺， 喜欢虾饺和墨鱼饺，虾子Q弹爽口，很饱满，果断吃光光～
【服务】服务生大部分都是阿姨，很热情，一直很勤快的在询问是否需要换骨碟，撤盘巡台都很勤，很亲切。
整个用餐体验都很愉快~""",1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,-2,1,-2
3305,3305,"""蜀府最让我惦记的还是他家的面疙瘩，面疙瘩很Q、汤味十足、豌豆香糯，朋友私人订制菜做得很地道。。
他家的椒盐猪手很入味、外皮脆香、是我家夫人的最爱、也是她每次必点的菜，旁边搭配色拉解油腻。
那个煎过的老豆腐记不起菜名、加上辣椒煮在一起很入味。
泡青菜口感爽脆、装泡菜的容器是一个陶制瓦罐、泡菜放里面很融洽，这个个人感觉属于下酒菜。
水煮鱼片很大气、鱼片大块、很入味，麻辣香气十足
服务热情，店总亲自站门口迎宾绝对点赞
靠窗边环境很好，可以看到楼下美人鱼水池喷泉""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,1,-2
3306,3306,"""一直以为这家二人锅是和土大力一家的呢～原来不是～店里装修的很韩范，墙上都是很有名的韩剧～但是不知道为什么这么干净的店里有好多飞的虫虫⋯⋯点了鱿鱼锅，量很足。里面有鱼饼，年糕，墨鱼棒，鱿鱼圈，拉面，金针菇，鱼丸等等等等。还有两大块儿鱿鱼。上来以后服务员还会给你剪好。味道很不错。麻酱料不是很喜欢，因为有醋的味道⋯⋯还要了金枪鱼抓饭，特别的好吃！那几个球是我自己揉的哈哈。沙冰也很好吃，而且很大一份。单点锅，会赠一瓶山楂气泡饮料。甜甜的不酸，两个人够喝。其余的菜品中规中矩。很好吃。两个人一百五。剩了很多很多。我俩属于眼大肚子小，所以盆友们可以少点些～很不错还会再去哒～""",-2,-2,-2,-2,1,-2,-2,0,-2,-2,1,-2,-2,-1,1,1,-2,-2,1,1
3307,3307,"""今天和老公一起去吃，在团结路老菜场两楼。食材非常新鲜的，烧烤和火锅一体式都是陶瓷的。秘制五花肉是最最棒的！梅花肉比较精，我还是觉得烧烤的话带点肥肉的五花肉才是王道，不过后来把梅花肉涮在火锅里倒是挺Q弹的，反而比烤的更出彩。功夫鸡翅烤出来鲜美多汁，老板还提议我们点半份（4只），说怕我们吃不完。
服务员是个非常热情的阿姨，主动帮我们烤肉，一直说是她应该做的。还和我们聊天，非常健谈（笑）。老板也很好，要送我们手抓饼，不过我们点的东西正好够吃了，就拒绝了他的好意。老板还笑着说累积到下次再送。
下次还会再去的。""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1
3308,3308,"""感觉菜品蛮有特色的店。妙脆牛肉比萨很特别，铺了烤过的玉米片，单独吃也很好吃，送的腌制辣椒酸溜溜的，说是开胃哒！芝士条很香，慢慢吃很回味。墨西哥鸡肉饼做的酥酥脆脆的，馅料也很丰富，鸡肉加彩椒，营养全面呀。墨鱼仔味道特别好，一口一个哈哈，味道很香不会觉得腥。星星薯是经典菜啦，是饱满的那种，里面都是实心的薯条，配的是肉酱吗？培根焗薯泥做的很扎实，用料很实在的。服务员态度都挺好的，环境不错。下次去尝试下面食和焗饭。""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,-2,1,-2,-2,1,1
3309,3309,"""2015年9月23日，跟朋友逛街，看到网上团购，他家很便宜，38元能吃烤鱼的双人套餐。因为太便宜了，所以有些不相信，所以在团购之前，特意打电话确认了一下，居然这个团购是真的。团购后，直接到店，消费。店家看到我出示手机的验证码后，直接告诉我要先去收款台那边验证。我在收银台验证后，拿这验证后的一个小票，来到店铺，直接交了小票，店家给我一个下菜单，我勾选了我要的烤鱼的口味还有配菜。很快我就拿到了两个米饭和两个可乐。然后拿着一个有号码的小牌子，等这我的烤鱼。
店家在烤鱼做好后，有店员直接把烤鱼送到我们的座位上，并且顺便收走了有号码的小牌子。他家的烤鱼其实是炸鱼，先过油，然后把其他的配菜再在锅里摆好。然后专人给我们送过来，态度很好呢。
他家的鱼的味道还是不错的。而且这个价位啊，真是超值的，这个价钱，还能有这么多东西，感觉店家也没什么利润 了，真是很不福呢。他家的烤鱼是整条的，而且用料还是很足的，里面我要了4份蔬菜，然后两个女生吃，有些多。他家的鱼肉有些硬，是因为炸的有些老吗？反正烤鱼的话，应该不会这么硬的。不过整体来说，味道还是很不错的。真是是物超所值。
（不过百年城最近在装修，整个楼里的装修气味很大，很无奈了。）
店里有WIFI，但是不好用。在收款台可以刷卡。""",-2,-2,-2,-2,1,-2,-2,1,1,1,-1,-2,-2,-2,1,1,-2,-2,0,-2
3310,3310,"""公司对面楼下，按同事们的说法解决了以东方首座为首的周边写字楼中午吃饭难问题，一开始很抗拒这类美食城，感觉跟脏乱差划等号，开了很久都没踏进去，直到有一天某同事打包了一份午餐，觉得菜清爽口味还行，决定去尝试下。进入前有个大坡，对于高跟鞋有点压力，里面有各地小吃十余种，大厅空间高，没有压抑感，空气流通，桌子摆放整齐，看着干净卫生用餐的人很多，基本坐满，同事点了个蒸菜，有鱼的，20元左右，口味整体偏咸，不过看着舒服，全部吃完。我自己点了个包烧米线，口味常规，但味精放多了，没有吃出傣族的风味，居然没有半粒小米辣。由于选择蛮多的，即便一天吃一样，也可以吃1个多月。""",-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,0,-2,-2,0,-2
3311,3311,"""點都得是純廣州味道的茶樓，連鎖店遍布廣州，有個老廣說：點都得茶樓的每個出品都不錯，都有特色。今天路過環市東迎商三茂大夏，靠近陶金地鐵站，地理位置優越，交通便利。走進茶樓，裡面裝修十分精致，古色古香，非常漂亮，燈光氛圍也不錯，讓人感到舒服，我們點了金沙紅米腸，聽聞是必點的，果然名不虛傳，外軟內脆，食材新鮮，鮮蝦還算大只，味道鮮美，還配了兩種醬料，就是覺得份量少D。鳳爪我們點了兩碟，賣相很好，很和味。又點了煎餃子，這個份量足，煎餃煎到金黃色，另人食欲大增，皮簿料多，食材很新鮮。總體味道還是好的，服務態度不錯，下午茶還是7.8折，性價比優越，下次會試試其它出品，繼續支持。""",1,1,-2,-2,1,-2,-2,-2,1,1,1,1,1,1,0,1,1,-2,1,1
3312,3312,"""@2015.9.5 天气小雨转阴天
      出游归来，赶上最后一天的假期，与蜜相约。
      点评的团购，[顾村公园] INoSiSi，2-3人牛肉寿喜锅套餐，不限时段通用！
【环境】
      虽然顾村的正大乐城开业已经有段日子了，不过营业的店铺还不是很满，有些铺子在装修中，有些铺子还空关着。
      依然没方向，在二楼瞎转了一圈，然后找到了这家店铺。铺子面积不大，装修也比较简单，刚开业看着还挺干净。
      又是放假又是周末，感觉人气应该不弱的日子，偏偏店里就没啥客人光顾，又包场了。
【口味】
      点了点评团购的双人套餐￥98元，包含：
      寿喜锅底、牛上脑、蔬菜拼盘、伊势丹、冰淇淋、七品蔬菜色拉、辣味牛肉汤。
      寿喜锅的味道调的不错，蔬菜拼盘和牛上脑的量也挺多，所谓伊势丹就是生鸡蛋，蔬菜色拉颜色配的挺靓丽，辣味牛肉汤也够味儿。饭后还上了冰淇淋，好像是抹茶味的。
      作为简餐，味道方面还是相当不错的，因为没期待，所以还真有点儿小惊喜！
【服务】
      吃饭都包场了，服务员也忙不到哪儿去呀，所以服务还是挺热情的。
【价格】
      菜单里也有同样的套餐，团购比原先的多了辣味牛肉汤吧，性价比相当不错，属于实惠又好吃的小店。""",-2,1,-2,-2,1,-2,-2,0,1,-2,0,-2,0,1,1,1,1,-2,1,-2
3313,3313,"""店子在木莲西路和林大路交叉处的东南角，中国人寿那儿。
火锅汤底是用那些香料和油现场拆矿泉水煮的。非常地道的重庆火锅味。这点要赞一下。现在大家都做得好认真好正宗。
虾滑可惜服务员不会弄，下得太大一块了。土豆片切得很薄！但是煮不烂，赞！那个牛肝有一点那种肝脏的味道，我还是吃不习惯。普普通通的牛丸贡丸是我觉得最美味的，我自己也是为自己醉了~……毛肚要是再脆点就好了。苕粉非常好吃！强烈推荐！酥肉可惜上晚了，没吃出什么味来。
餐具那种釉非常喜欢！只是有一点，因为吃重庆火锅是要把下的东西捞起来放到油碗里。那个碗有点浅，最好是稍微深一点的碗做油碗。
餐馆最好提供下那种一次性围兜。一个是不小心有油溅到我白衣服上了，二个就是吃火锅真的会吃得一身的味。真的是好久没吃火锅都忘了防这些了。""",-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,1,-2
